.,division_name,department,dept_name,section,sect_name,plant_no,plant_name,dp_no,dp_date,unlock_display_code,doc_type,customer_no,customer_name,site_no,site_name,product_no,dp_dispatch_qty,truck_no,upload_date
90000140,CPAC Metro,14301,Metro 2,14403,Prod.รังสิต,31NG,นวนคร 4,6068069562,4/05/2026 0:00 น.,1616,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,A013946,โครงการ Zenith Data Center (เข็มเจาะ),32BAA4AB00,5,3292,
90000140,CPAC Metro,14301,Metro 2,14403,Prod.รังสิต,31NG,นวนคร 4,6068069563,4/05/2026 0:00 น.,7171,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,A013946,โครงการ Zenith Data Center (เข็มเจาะ),32BAA4AB00,5,8478,
90000140,CPAC Metro,14301,Metro 2,14403,Prod.รังสิต,31NG,นวนคร 4,6068069564,4/05/2026 0:00 น.,6181,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,A013946,โครงการ Zenith Data Center (เข็มเจาะ),32BAA4AB00,5,5921,
90000140,CPAC Metro,14301,Metro 2,14403,Prod.รังสิต,31C2,คลอง 1,4094198246,4/05/2026 0:00 น.,5877,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,A000100,รถไฟความเร็วสูงไทยจีน ช่วงสัญญา4-2 ดอนเมือง-นวนคร ปทุม/ยูนิค,35BAA5AB37,5,8482,
90000140,CPAC Metro,14301,Metro 2,14403,Prod.รังสิต,31C2,คลอง 1,4094198247,4/05/2026 0:00 น.,9961,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,A000100,รถไฟความเร็วสูงไทยจีน ช่วงสัญญา4-2 ดอนเมือง-นวนคร ปทุม/ยูนิค,35BAA5AB37,5,8456,
90000140,CPAC Metro,14301,Metro 2,14403,Prod.รังสิต,31NG,นวนคร 4,6068069565,4/05/2026 0:00 น.,9134,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,A013946,โครงการ Zenith Data Center (เข็มเจาะ),32BAA4AB00,5,8477,
90000140,CPAC Metro,14301,Metro 2,14403,Prod.รังสิต,31NG,นวนคร 4,6068069566,4/05/2026 0:00 น.,5586,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,A013946,โครงการ Zenith Data Center (เข็มเจาะ),32BAA4AB00,5,9726,
90000140,CPAC Metro,14302,Metro 3,14432,Prod.สุวรรณภูมิ,13B3,เปรง,4278011185,4/05/2026 0:00 น.,727,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,A012980,ESR ASIA W7 นิคมเอเซียสุวรรณภูมิ อ.บางบ่อ /เอ็นคอนส์แอนด์บิล,40PAA3AB00,4,2353,
90000140,CPAC Metro,14302,Metro 3,14432,Prod.สุวรรณภูมิ,13B3,เปรง,4278011186,4/05/2026 0:00 น.,585,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,A012980,ESR ASIA W7 นิคมเอเซียสุวรรณภูมิ อ.บางบ่อ /เอ็นคอนส์แอนด์บิล,40PAA3AB00,5,2354,
90000140,CPAC Metro,14302,Metro 3,14432,Prod.สุวรรณภูมิ,13B3,เปรง,4278011187,4/05/2026 0:00 น.,7512,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,A012980,ESR ASIA W7 นิคมเอเซียสุวรรณภูมิ อ.บางบ่อ /เอ็นคอนส์แอนด์บิล,40PAA3AB00,3,2363,
90000140,CPAC Metro,14302,Metro 3,14432,Prod.สุวรรณภูมิ,13B3,เปรง,4278011188,4/05/2026 0:00 น.,8692,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,A012980,ESR ASIA W7 นิคมเอเซียสุวรรณภูมิ อ.บางบ่อ /เอ็นคอนส์แอนด์บิล,40PAA3AB00,2,2353,
90000140,CPAC Metro,14302,Metro 3,14432,Prod.สุวรรณภูมิ,13B3,เปรง,4278011190,4/05/2026 0:00 น.,9354,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,A012980,ESR ASIA W7 นิคมเอเซียสุวรรณภูมิ อ.บางบ่อ /เอ็นคอนส์แอนด์บิล,32NCB1AB00,5,9592,
90000140,CPAC Metro,14302,Metro 3,14432,Prod.สุวรรณภูมิ,13B3,เปรง,4278011191,4/05/2026 0:00 น.,1399,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,A012980,ESR ASIA W7 นิคมเอเซียสุวรรณภูมิ อ.บางบ่อ /เอ็นคอนส์แอนด์บิล,32NCB1AB00,5,2354,
90000140,CPAC Metro,14302,Metro 3,14432,Prod.สุวรรณภูมิ,13B3,เปรง,4278011192,4/05/2026 0:00 น.,2299,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,A012980,ESR ASIA W7 นิคมเอเซียสุวรรณภูมิ อ.บางบ่อ /เอ็นคอนส์แอนด์บิล,32NCB1AB00,5,2329,
90000140,CPAC Metro,14302,Metro 3,14432,Prod.สุวรรณภูมิ,13B3,เปรง,4278011194,4/05/2026 0:00 น.,7628,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,A012980,ESR ASIA W7 นิคมเอเซียสุวรรณภูมิ อ.บางบ่อ /เอ็นคอนส์แอนด์บิล,32NCB1AB00,5,9480,
90000140,CPAC Metro,14302,Metro 3,14432,Prod.สุวรรณภูมิ,13B3,เปรง,4278011196,4/05/2026 0:00 น.,1811,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,A012980,ESR ASIA W7 นิคมเอเซียสุวรรณภูมิ อ.บางบ่อ /เอ็นคอนส์แอนด์บิล,32NCB1AB00,5,2353,
90000140,CPAC Metro,14302,Metro 3,14432,Prod.สุวรรณภูมิ,13B3,เปรง,4278011197,4/05/2026 0:00 น.,3432,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,A012980,ESR ASIA W7 นิคมเอเซียสุวรรณภูมิ อ.บางบ่อ /เอ็นคอนส์แอนด์บิล,32NCB1AB00,5,2354,
90000140,CPAC Metro,14302,Metro 3,14432,Prod.สุวรรณภูมิ,13B3,เปรง,4278011198,4/05/2026 0:00 น.,5933,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,A012980,ESR ASIA W7 นิคมเอเซียสุวรรณภูมิ อ.บางบ่อ /เอ็นคอนส์แอนด์บิล,32NCB1AB00,5,2329,
90000140,CPAC Metro,14302,Metro 3,14432,Prod.สุวรรณภูมิ,13B3,เปรง,4278011199,4/05/2026 0:00 น.,7270,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,A012980,ESR ASIA W7 นิคมเอเซียสุวรรณภูมิ อ.บางบ่อ /เอ็นคอนส์แอนด์บิล,32NCB1AB00,5,9480,
90000140,CPAC Metro,14302,Metro 3,14432,Prod.สุวรรณภูมิ,13B3,เปรง,4278011200,4/05/2026 0:00 น.,5157,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,A012980,ESR ASIA W7 นิคมเอเซียสุวรรณภูมิ อ.บางบ่อ /เอ็นคอนส์แอนด์บิล,07NCB0AB00,4,2353,
90000140,CPAC Metro,14302,Metro 3,14432,Prod.สุวรรณภูมิ,13B3,เปรง,4278011201,4/05/2026 0:00 น.,5875,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,A012980,ESR ASIA W7 นิคมเอเซียสุวรรณภูมิ อ.บางบ่อ /เอ็นคอนส์แอนด์บิล,07NCB0AB00,5,2354,
90000140,CPAC Metro,14302,Metro 3,14432,Prod.สุวรรณภูมิ,13B3,เปรง,4278011202,4/05/2026 0:00 น.,4880,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,A012980,ESR ASIA W7 นิคมเอเซียสุวรรณภูมิ อ.บางบ่อ /เอ็นคอนส์แอนด์บิล,07NCB0AB00,5,2363,
90000140,CPAC Metro,14301,Metro 2,14403,Prod.รังสิต,31ES,คลองหลวง,4136131868,4/05/2026 0:00 น.,5744,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,A013946,โครงการ Zenith Data Center (เข็มเจาะ),32BAA4AB00,5,8428,
90000140,CPAC Metro,14301,Metro 2,14403,Prod.รังสิต,31ES,คลองหลวง,4136131869,4/05/2026 0:00 น.,7625,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,A013946,โครงการ Zenith Data Center (เข็มเจาะ),32BAA4AB00,5,2485,
90000140,CPAC Metro,14301,Metro 2,14403,Prod.รังสิต,31ES,คลองหลวง,4136131871,4/05/2026 0:00 น.,3784,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,A013946,โครงการ Zenith Data Center (เข็มเจาะ),32BAA4AB00,5,5085,
90000140,CPAC Metro,14301,Metro 2,14403,Prod.รังสิต,31ES,คลองหลวง,4136131876,4/05/2026 0:00 น.,4783,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,A013946,โครงการ Zenith Data Center (เข็มเจาะ),32BAA4AB00,5,2584,
90000140,CPAC Metro,14301,Metro 2,14403,Prod.รังสิต,31ES,คลองหลวง,4136131885,4/05/2026 0:00 น.,5119,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,A013946,โครงการ Zenith Data Center (เข็มเจาะ),32BAA4AB00,5,5085,
90000140,CPAC Metro,14301,Metro 2,14403,Prod.รังสิต,31ES,คลองหลวง,4136131898,4/05/2026 0:00 น.,4302,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,A013946,โครงการ Zenith Data Center (เข็มเจาะ),32BAA4AB00,5,8504,
90000140,CPAC Metro,14301,Metro 2,14403,Prod.รังสิต,31ES,คลองหลวง,4136131899,4/05/2026 0:00 น.,588,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,A013946,โครงการ Zenith Data Center (เข็มเจาะ),32BAA4AB00,5,8459,
90000140,CPAC Metro,14301,Metro 2,14403,Prod.รังสิต,31ES,คลองหลวง,4136131900,4/05/2026 0:00 น.,5525,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,A013946,โครงการ Zenith Data Center (เข็มเจาะ),32BAA4AB00,5,8428,
90000140,CPAC Metro,14301,Metro 2,14403,Prod.รังสิต,31ES,คลองหลวง,4136131901,4/05/2026 0:00 น.,9339,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,A013946,โครงการ Zenith Data Center (เข็มเจาะ),32BAA4AB00,5,2485,
90000140,CPAC Metro,14301,Metro 2,14403,Prod.รังสิต,31ES,คลองหลวง,4136131902,4/05/2026 0:00 น.,5781,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,A013946,โครงการ Zenith Data Center (เข็มเจาะ),32BAA4AB00,5,5085,
90000140,CPAC Metro,14301,Metro 2,14403,Prod.รังสิต,31ES,คลองหลวง,4136131903,4/05/2026 0:00 น.,1084,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,A013946,โครงการ Zenith Data Center (เข็มเจาะ),32BAA4AB00,5,8471,
90000140,CPAC Metro,14301,Metro 2,14403,Prod.รังสิต,31ES,คลองหลวง,4136131904,4/05/2026 0:00 น.,8288,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,A013946,โครงการ Zenith Data Center (เข็มเจาะ),32BAA4AB00,5,8459,
90000140,CPAC Metro,14301,Metro 2,14403,Prod.รังสิต,31ES,คลองหลวง,4136131905,4/05/2026 0:00 น.,8320,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,A013946,โครงการ Zenith Data Center (เข็มเจาะ),32BAA4AB00,5,8504,
90000140,CPAC Metro,14301,Metro 2,14403,Prod.รังสิต,31ES,คลองหลวง,4136131906,4/05/2026 0:00 น.,2342,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,A013946,โครงการ Zenith Data Center (เข็มเจาะ),32BAA4AB00,5,2485,
90000140,CPAC Metro,14301,Metro 2,14403,Prod.รังสิต,31ES,คลองหลวง,4136131907,4/05/2026 0:00 น.,3872,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,A013946,โครงการ Zenith Data Center (เข็มเจาะ),32BAA4AB00,5,8428,
90000140,CPAC Metro,14301,Metro 2,14403,Prod.รังสิต,31NG,นวนคร 4,6068069511,4/05/2026 0:00 น.,2364,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,A013946,โครงการ Zenith Data Center (เข็มเจาะ),32BAA4AB00,5,9726,
90000140,CPAC Metro,14301,Metro 2,14403,Prod.รังสิต,31NG,นวนคร 4,6068069512,4/05/2026 0:00 น.,3859,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,A013946,โครงการ Zenith Data Center (เข็มเจาะ),32BAA4AB00,5,8477,
90000140,CPAC Metro,14301,Metro 2,14403,Prod.รังสิต,31NG,นวนคร 4,6068069513,4/05/2026 0:00 น.,69,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,A013946,โครงการ Zenith Data Center (เข็มเจาะ),32BAA4AB00,5,8447,
90000140,CPAC Metro,14301,Metro 2,14403,Prod.รังสิต,31NG,นวนคร 4,6068069515,4/05/2026 0:00 น.,7466,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,A013946,โครงการ Zenith Data Center (เข็มเจาะ),32BAA4AB00,5,5876,
90000140,CPAC Metro,14301,Metro 2,14403,Prod.รังสิต,31NG,นวนคร 4,6068069516,4/05/2026 0:00 น.,8682,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,A013946,โครงการ Zenith Data Center (เข็มเจาะ),32BAA4AB00,5,8434,
90000140,CPAC Metro,14301,Metro 2,14403,Prod.รังสิต,31NG,นวนคร 4,6068069517,4/05/2026 0:00 น.,2139,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,A013946,โครงการ Zenith Data Center (เข็มเจาะ),32BAA4AB00,5,9726,
90000140,CPAC Metro,14301,Metro 2,14403,Prod.รังสิต,31NG,นวนคร 4,6068069518,4/05/2026 0:00 น.,1523,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,A013946,โครงการ Zenith Data Center (เข็มเจาะ),32BAA4AB00,5,8490,
90000140,CPAC Metro,14301,Metro 2,14403,Prod.รังสิต,31NG,นวนคร 4,6068069519,4/05/2026 0:00 น.,6886,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,A013946,โครงการ Zenith Data Center (เข็มเจาะ),32BAA4AB00,5,8477,
90000140,CPAC Metro,14301,Metro 2,14403,Prod.รังสิต,31NG,นวนคร 4,6068069520,4/05/2026 0:00 น.,1784,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,A013946,โครงการ Zenith Data Center (เข็มเจาะ),32BAA4AB00,5,2722,
90000140,CPAC Metro,14301,Metro 2,14403,Prod.รังสิต,31NG,นวนคร 4,6068069521,4/05/2026 0:00 น.,3612,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,A013946,โครงการ Zenith Data Center (เข็มเจาะ),32BAA4AB00,5,8447,
90000140,CPAC Metro,14301,Metro 2,14403,Prod.รังสิต,31NG,นวนคร 4,6068069522,4/05/2026 0:00 น.,4040,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,A013946,โครงการ Zenith Data Center (เข็มเจาะ),32BAA4AB00,5,9726,
90000140,CPAC Metro,14301,Metro 2,14403,Prod.รังสิต,31NG,นวนคร 4,6068069523,4/05/2026 0:00 น.,1579,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,A013946,โครงการ Zenith Data Center (เข็มเจาะ),32BAA4AB00,5,5876,
90000140,CPAC Metro,14301,Metro 2,14403,Prod.รังสิต,31NG,นวนคร 4,6068069524,4/05/2026 0:00 น.,1823,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,A013946,โครงการ Zenith Data Center (เข็มเจาะ),32BAA4AB00,5,5921,
90000140,CPAC Metro,14301,Metro 2,14403,Prod.รังสิต,31NG,นวนคร 4,6068069525,4/05/2026 0:00 น.,2426,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,A013946,โครงการ Zenith Data Center (เข็มเจาะ),32BAA4AB00,5,8490,
90000140,CPAC Metro,14301,Metro 2,14403,Prod.รังสิต,31NG,นวนคร 4,6068069526,4/05/2026 0:00 น.,1547,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,A013946,โครงการ Zenith Data Center (เข็มเจาะ),32BAA4AB00,5,8477,
90000140,CPAC Metro,14301,Metro 2,14403,Prod.รังสิต,31NG,นวนคร 4,6068069527,4/05/2026 0:00 น.,1799,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,A013946,โครงการ Zenith Data Center (เข็มเจาะ),32BAA4AB00,5,5875,
90000140,CPAC Metro,14301,Metro 2,14403,Prod.รังสิต,31NG,นวนคร 4,6068069529,4/05/2026 0:00 น.,8638,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,A013946,โครงการ Zenith Data Center (เข็มเจาะ),32BAA4AB00,5,8477,
90000140,CPAC Metro,14301,Metro 2,14403,Prod.รังสิต,31NG,นวนคร 4,6068069530,4/05/2026 0:00 น.,9526,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,A013946,โครงการ Zenith Data Center (เข็มเจาะ),32BAA4AB00,5,5875,
90000140,CPAC Metro,14301,Metro 2,14403,Prod.รังสิต,31NG,นวนคร 4,6068069531,4/05/2026 0:00 น.,7782,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,A013946,โครงการ Zenith Data Center (เข็มเจาะ),32BAA4AB00,5,3292,
90000140,CPAC Metro,14301,Metro 2,14403,Prod.รังสิต,31NG,นวนคร 4,6068069532,4/05/2026 0:00 น.,9171,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,A013946,โครงการ Zenith Data Center (เข็มเจาะ),32BAA4AB00,5,2722,
90000140,CPAC Metro,14301,Metro 2,14403,Prod.รังสิต,31NG,นวนคร 4,6068069533,4/05/2026 0:00 น.,8152,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,A013946,โครงการ Zenith Data Center (เข็มเจาะ),32BAA4AB00,5,8490,
90000140,CPAC Metro,14301,Metro 2,14403,Prod.รังสิต,31NG,นวนคร 4,6068069535,4/05/2026 0:00 น.,5707,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,A013946,โครงการ Zenith Data Center (เข็มเจาะ),32BAA4AB00,5,8477,
90000142,CPAC East,20163,East 1,20177,ผลิตปราจีนบุรี,31G4,ศรีมหาโพธิ 3,5080114409,4/05/2026 0:00 น.,2967,NoSign,3020296,บจก.ชุมพรไถ่เชียงคอนกรีต,E010084,Double a-natioal power plant12 ศรีมหาโพธิ ปราจีนบุรี/PTS,32NCA1AB00,5,3958,
90000140,CPAC Metro,14301,Metro 2,14403,Prod.รังสิต,31NG,นวนคร 4,6068069536,4/05/2026 0:00 น.,6273,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,A013946,โครงการ Zenith Data Center (เข็มเจาะ),32BAA4AB00,5,8447,
90000140,CPAC Metro,14301,Metro 2,14403,Prod.รังสิต,31NG,นวนคร 4,6068069537,4/05/2026 0:00 น.,2007,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,A013946,โครงการ Zenith Data Center (เข็มเจาะ),32BAA4AB00,5,5876,
90000143,CPAC West,14548,West 2,14615,Prod.เพชรบุรี,31MV,ปราณบุรี,6062058878,4/05/2026 0:00 น.,4391,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,H006580,Chatt Pool Villa Hua Hin ต.วังก์พง ประจวบ/ฉัตรแอสเสท,24NCA0AB00,2,3262,
90000143,CPAC West,14547,West 1,14670,Prod.อยุธยา,31KR,โรจนะ-อุทัย,6046199371,4/05/2026 0:00 น.,6160,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,H006958,"ถนนสาย อย.5026 แยกทางหลวงชนบท อย.2008-บ้านตลาด อ.ท่าเรือ,อ.น",35NZB0ABAP,5,4088,
90000143,CPAC West,14547,West 1,14670,Prod.อยุธยา,31KR,โรจนะ-อุทัย,6046199372,4/05/2026 0:00 น.,9895,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,H006958,"ถนนสาย อย.5026 แยกทางหลวงชนบท อย.2008-บ้านตลาด อ.ท่าเรือ,อ.น",35NZB0ABAP,5,6979,
90000143,CPAC West,14547,West 1,14670,Prod.อยุธยา,31KR,โรจนะ-อุทัย,6046199373,4/05/2026 0:00 น.,107,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,H006958,"ถนนสาย อย.5026 แยกทางหลวงชนบท อย.2008-บ้านตลาด อ.ท่าเรือ,อ.น",35NZB0ABAP,5,3164,
90000143,CPAC West,14547,West 1,14670,Prod.อยุธยา,31KR,โรจนะ-อุทัย,6046199375,4/05/2026 0:00 น.,225,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,H006958,"ถนนสาย อย.5026 แยกทางหลวงชนบท อย.2008-บ้านตลาด อ.ท่าเรือ,อ.น",35NZB0ABAP,5,6977,
90000143,CPAC West,14547,West 1,14670,Prod.อยุธยา,31KR,โรจนะ-อุทัย,6046199376,4/05/2026 0:00 น.,5001,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,H006958,"ถนนสาย อย.5026 แยกทางหลวงชนบท อย.2008-บ้านตลาด อ.ท่าเรือ,อ.น",35NZB0ABAP,5,5500,
90000143,CPAC West,14547,West 1,14670,Prod.อยุธยา,31KR,โรจนะ-อุทัย,6046199377,4/05/2026 0:00 น.,578,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,H006958,"ถนนสาย อย.5026 แยกทางหลวงชนบท อย.2008-บ้านตลาด อ.ท่าเรือ,อ.น",35NZB0ABAP,5,4069,
90000143,CPAC West,14547,West 1,14670,Prod.อยุธยา,31KR,โรจนะ-อุทัย,6046199378,4/05/2026 0:00 น.,7308,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,H006958,"ถนนสาย อย.5026 แยกทางหลวงชนบท อย.2008-บ้านตลาด อ.ท่าเรือ,อ.น",35NZB0ABAP,5,4088,
90000143,CPAC West,14547,West 1,14670,Prod.อยุธยา,31KR,โรจนะ-อุทัย,6046199379,4/05/2026 0:00 น.,6263,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,H006958,"ถนนสาย อย.5026 แยกทางหลวงชนบท อย.2008-บ้านตลาด อ.ท่าเรือ,อ.น",35NZB0ABAP,5,3164,
90000143,CPAC West,14547,West 1,14670,Prod.อยุธยา,31KR,โรจนะ-อุทัย,6046199380,4/05/2026 0:00 น.,5704,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,H006958,"ถนนสาย อย.5026 แยกทางหลวงชนบท อย.2008-บ้านตลาด อ.ท่าเรือ,อ.น",35NZB0ABAP,5,6979,
90000140,CPAC Metro,14301,Metro 2,14403,Prod.รังสิต,31NG,นวนคร 4,6068069567,4/05/2026 0:00 น.,3105,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,A013946,โครงการ Zenith Data Center (เข็มเจาะ),32BAA4AB00,5,8490,
90000140,CPAC Metro,14301,Metro 2,14403,Prod.รังสิต,31NG,นวนคร 4,6068069568,4/05/2026 0:00 น.,7291,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,A013946,โครงการ Zenith Data Center (เข็มเจาะ),32BAA4AB00,5,8434,
90000140,CPAC Metro,14301,Metro 2,14403,Prod.รังสิต,31NG,นวนคร 4,6068069569,4/05/2026 0:00 น.,6732,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,A013946,โครงการ Zenith Data Center (เข็มเจาะ),32BAA4AB00,5,5876,
90000140,CPAC Metro,14301,Metro 2,14403,Prod.รังสิต,31NG,นวนคร 4,6068069570,4/05/2026 0:00 น.,9922,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,A013946,โครงการ Zenith Data Center (เข็มเจาะ),32BAA4AB00,5,5875,
90000140,CPAC Metro,14301,Metro 2,14403,Prod.รังสิต,31NG,นวนคร 4,6068069571,4/05/2026 0:00 น.,9076,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,A013946,โครงการ Zenith Data Center (เข็มเจาะ),32BAA4AB00,5,2722,
90000140,CPAC Metro,14301,Metro 2,14403,Prod.รังสิต,31NG,นวนคร 4,6068069572,4/05/2026 0:00 น.,9987,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,A013946,โครงการ Zenith Data Center (เข็มเจาะ),32BAA4AB00,5,8478,
90000140,CPAC Metro,14301,Metro 2,14403,Prod.รังสิต,31NG,นวนคร 4,6068069573,4/05/2026 0:00 น.,7280,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,A013946,โครงการ Zenith Data Center (เข็มเจาะ),32BAA4AB00,5,5921,
90000140,CPAC Metro,14301,Metro 2,14403,Prod.รังสิต,31NG,นวนคร 4,6068069574,4/05/2026 0:00 น.,4664,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,A013946,โครงการ Zenith Data Center (เข็มเจาะ),32BAA4AB00,5,8477,
90000140,CPAC Metro,14301,Metro 2,14403,Prod.รังสิต,31NG,นวนคร 4,6068069575,4/05/2026 0:00 น.,6154,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,A013946,โครงการ Zenith Data Center (เข็มเจาะ),32BAA4AB00,5,9726,
90000140,CPAC Metro,14301,Metro 2,14403,Prod.รังสิต,31NG,นวนคร 4,6068069577,4/05/2026 0:00 น.,598,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,A013946,โครงการ Zenith Data Center (เข็มเจาะ),32BAA4AB00,5,5876,
90000140,CPAC Metro,14301,Metro 2,14403,Prod.รังสิต,31NG,นวนคร 4,6068069578,4/05/2026 0:00 น.,4685,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,A013946,โครงการ Zenith Data Center (เข็มเจาะ),32BAA4AB00,5,5875,
90000140,CPAC Metro,14301,Metro 2,14403,Prod.รังสิต,31NG,นวนคร 4,6068069580,4/05/2026 0:00 น.,5261,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,A013946,โครงการ Zenith Data Center (เข็มเจาะ),32BAA4AB00,5,2722,
90000143,CPAC West,14548,West 2,14648,Prod.สมุทรสาคร,31MZ,กระทุ่มแบน,6076105074,4/05/2026 0:00 น.,4396,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,H004206,GARNET 4 ต.ท่าทราย อ.เมือง สมุทรสาคร/เอ็นคอนส์แอนด์บิลท์,32NCA0AB00,5,6858,
90000143,CPAC West,14548,West 2,14648,Prod.สมุทรสาคร,31MZ,กระทุ่มแบน,6076105075,4/05/2026 0:00 น.,769,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,H004206,GARNET 4 ต.ท่าทราย อ.เมือง สมุทรสาคร/เอ็นคอนส์แอนด์บิลท์,32NCA0AB00,4,F008,
